Direction,Model,Split,Seed,LGBM_OA,Scratch_OA,Scratch_AA,Scratch_F1,FT_OA,FT_AA,FT_F1,TransferGain,Scratch_TrainTime,Scratch_InfTime,FT_TrainTime,FT_InfTime,VRAM_MB,RAM_MB,Scratch_Class_0_AA,FT_Class_0_AA,Scratch_Class_1_AA,FT_Class_1_AA,Scratch_Class_2_AA,FT_Class_2_AA
Indian Pines -> Local,SpectralFormer-inspired,0.01,45,0.6023709061683745,0.31384368093228854,0.32855423127655436,0.3176390031917719,0.4472573839662447,0.42021493999715415,0.42057034334741633,0.13341370303395617,19.997647762298584,0.7396912574768066,6.7613701820373535,0.7625560760498047,109.8671875,8689.18359375,0.33784461152882206,0.6175438596491228,0.43982683982683984,0.26926406926406926,0.20799124247400108,0.3738368910782704
Indian Pines -> Local,ViT,0.01,45,0.6023709061683745,0.4008438818565401,0.3333333333333333,0.19076305220883535,0.5977496483825597,0.6219734288699806,0.579349249067225,0.19690576652601965,21.371821880340576,2.101978302001953,65.82228231430054,2.1128790378570557,636.51708984375,8689.18359375,1.0,0.26666666666666666,0.0,0.7125541125541126,0.0,0.8866995073891626
Indian Pines -> Local,HybridSN,0.01,46,0.6773156519991963,0.5850914205344585,0.648262243906527,0.5375455275664573,0.620253164556962,0.675985156202942,0.5795927000289801,0.035161744022503494,96.46382594108582,2.799703598022461,95.89352822303772,2.812699794769287,544.369140625,8689.18359375,0.1318295739348371,0.1824561403508772,0.987012987012987,0.9653679653679653,0.825944170771757,0.8801313628899836
Indian Pines -> Local,SpectralFormer-inspired,0.01,46,0.6773156519991963,0.30600763512155915,0.3821827295511506,0.24478464509441186,0.6622463331324091,0.687912745988971,0.6602141419891743,0.35623869801084995,25.574876070022583,0.7947204113006592,26.14432454109192,0.769587516784668,109.8671875,8689.18359375,0.23659147869674185,0.44862155388471175,0.90995670995671,0.8181818181818182,0.0,0.7969348659003831
Indian Pines -> Local,ViT,0.01,46,0.6773156519991963,0.2320675105485232,0.3333333333333333,0.12557077625570776,0.7502511553144464,0.7683824678380032,0.7577968212713037,0.5181836447659232,28.442017793655396,2.098538875579834,71.09510684013367,2.14939022064209,636.51708984375,8689.18359375,0.0,0.6105263157894737,1.0,0.8632034632034632,0.0,0.8314176245210728
Indian Pines -> Local,HybridSN,0.01,47,0.7339762909383163,0.3664858348402652,0.4386193627572938,0.33826345524711227,0.2499497689371107,0.2503751541864065,0.19175064669999595,-0.11653606590315449,41.93309020996094,2.8034706115722656,24.51071810722351,2.812375783920288,544.369140625,8689.18359375,0.0380952380952381,0.012030075187969926,0.8727272727272727,0.19393939393939394,0.4050355774493706,0.5451559934318555
Indian Pines -> Local,SpectralFormer-inspired,0.01,47,0.7339762909383163,0.5557564798071127,0.5902596966117838,0.555735665146147,0.6065903154510749,0.6406484689606287,0.598096057768791,0.050833835643962155,24.81510066986084,0.7743661403656006,25.99063491821289,0.7681393623352051,109.8671875,8689.18359375,0.562907268170426,0.3383458646616541,0.8389610389610389,0.8173160173160173,0.36891078270388616,0.7662835249042146
Indian Pines -> Local,ViT,0.01,47,0.7339762909383163,0.4008438818565401,0.3333333333333333,0.19076305220883535,0.6953988346393409,0.7186550493265557,0.6946244913082871,0.29455495278280086,23.683045148849487,2.103797435760498,70.5690929889679,2.1093358993530273,636.51708984375,8689.18359375,1.0,0.5974937343358396,0.0,0.8606060606060606,0.0,0.6978653530377669
Indian Pines -> Local,HybridSN,0.01,48,0.6377335744424352,0.6333132409081776,0.6743406757925814,0.6320642104152205,0.5465139642354833,0.6103003939664556,0.5143948896537169,-0.08679927667269438,96.34631586074829,2.7834038734436035,85.93297100067139,2.817490816116333,544.369140625,8716.58203125,0.39097744360902253,0.1443609022556391,0.9073593073593074,0.9662337662337662,0.7246852764094144,0.7203065134099617
Indian Pines -> Local,SpectralFormer-inspired,0.01,48,0.6377335744424352,0.3861764114928672,0.41334998939354656,0.39734822799008923,0.6126180429977899,0.6345332156584425,0.6138222129577828,0.2264416315049227,17.362754344940186,0.7514810562133789,25.953424215316772,0.7612192630767822,109.8671875,8716.58203125,0.20601503759398496,0.46015037593984964,0.5627705627705628,0.7532467532467533,0.47126436781609193,0.6902025177887247
